,Year,Panel,Category,Proposal,Project,Role,FirstName,Initials,Surname,Gender
63,2008,EEB,STD,08-GNS-017,Was collapse inevitable on Easter Island (Rapa Nui): reconstructing a civilisation's failure,AI,Anthony,AK,Aufdenkampe,M
306,2009,BMS,FS,09-UOA-177,Searching for sirtuins secrets in skeletal muscle,AI,Anthony,AE,Civitarese,M
330,2009,CMP,STD,09-UOA-107,Ocean acidification: a physiological and environmental challenge for marine calcifiers,AI,Anthony,AJR,Hickey,M
334,2009,CMP,STD,09-UOC-013,Evolution of the unnecessary: did a key step in translation in bacteria evolve from invading selfish DNA?,PI,Anthony,AM,Poole,M
935,2011,BMS,STD,11-UOO-118,Regulatory cytokine with a built-in redox sensor,AI,Anthony,AJ,Kettle,M
1087,2011,ESA,FS,11-NIW-003,Understanding New Zealand's prehistoric climate through kauri chemistry,AI,Anthony,AM,Fowler,M
1390,2012,SOC,STD,12-MAU-004,Harnessing the power of business: the contested involvement of corporations in community development initiatives in the Pacific,AI,Anthony,A,Bebbington,M
1446,2013,BMS,STD,13-UOO-200,Tying knots in proteins with chlorine bleach: novel post-translational modifications catalysed by mammalian peroxidases,PI,Anthony,AJ,Kettle,M
1821,2014,CMP,STD,14-UOA-210,How to avoid brain damage during oxygen deprivation? Intertidal fish provide a unique test model,PI,Anthony,AJR,Hickey,M
1843,2014,EEB,STD,14-UOC-013,Epigenetics and flexible plant memory: how past environmental cues lead to episodic mast flowering,AI,Anthony,AM,Poole,M
2459,2016,EHB,STD,16-UOA-101,Sight unseen: penetrating the enigma of unconscious vision.,PI,Anthony,AJ,Lambert,M
2719,2017,CMP,STD,17-UOA-257,Rewiring life: using synthetic biology and experimental evolution to unravel the evolutionary origins of DNA.,PI,Anthony,AM,Poole,M
582,2009,SOC,STD,09-MAU-117,"Young adults, drinking stories and the cult of celebrity",PI,Antonia,AC,Lyons,F
2612,2016,PCB,STD,16-UOC-009,A new paradigm for organelle targeting,AI,Antonia,AG,Miller,F
198,2008,MIS,STD,08-UOA-187,"Aspects of computability in algebra, model theory, and randomness",AI,Antonio,AM,Montalban,M
991,2011,EEB,FS,11-UOC-081,"The importance of cospeciation, host-switching, and geographic isolation in the evolutionary history of a vine and its parasite",AI,Antonio,AC,Manila,M
557,2009,PSE,STD,09-UOC-102,Glycosylation with endohexosaminidases: synthetic access to defined homogenous glycopeptides and glycoproteins,PI,Antony,AJ,Fairbanks,M
933,2011,BMS,STD,11-UOO-026,The p53 tumour suppressor and its nemesis: does a p53 isoform promote cancer through an inflammatory pathway?,PI,Antony,AW,Braithwaite,M
2615,2016,PCB,STD,16-UOC-009,A new paradigm for organelle targeting,PI,Antony,AJ,Fairbanks,M
1019,2011,EIS,STD,11-MAU-053,Establishing the engineering fundaments of a new algal based phosphorus removal process,AI,April,AZ,Gu,F
2072,2014,SOC,FS,14-VUW-184,Kernels of hope: following coconut commodities from the Pacific to the West,PI,April,AK,Henderson,F
2566,2016,HUM,FS,16-UOA-242,A Law Beyond Democracy: The Insulation of Private Law from Democratic Change,PI,Arie,A,Rosen,F
2337,2015,SOC,STD,15-UOA-222,Unravelling the complexities of socio-economic position (SEP) in the elderly,PI,Arier,AC,Lee,F
2001,2014,MIS,STD,14-UOA-254,Axioms and algorithms for multi-winner elections,PI,Arkadii,AM,Slinko,M
2793,2017,EHB,STD,17-MAU-133,"Predict to decide: Investigating decision markets in theory, experiments and practical applications",AI,Arkadii,AM,Slinko,M
443,2009,ESA,STD,09-MAU-111,Exploding the pyroclastic-flow enigma with life-scalable experiments,AI,Armin,A,Freundt,M
1409,2012,SOC,STD,12-UOW-033,"Activism, technology and organising: transformations in collective action in Aotearoa New Zealand",AI,Aroha,ATP,Mead,F
680,2010,CMP,FS,10-LIU-016,Overcoming plant immune responses - the key to fungal symbiosis,PI,Artemio,A,Mendoza Mendoza,M
465,2009,ESA,STD,09-VUW-028,Ruamoko's rumbles: understanding magma movement and time varying seismic properties,AI,Arthur,AD,Jolly,M
1243,2012,EEB,STD,12-VUW-010,The adaptability of corals to climate change: switching partners and the role of nutritional interactions in the coral-algal symbiosis,AI,Arthur,AR,Grossman,M
1399,2012,SOC,STD,12-MEP-001,Testing the validity and robustness of national wellbeing and sustainability measures,PI,Arthur,A,Grimes,M
2432,2016,EEB,STD,16-VUW-002,From parasitism to mutualism: symbiosis interaction states and the adaptability of reef corals to climate change,AI,Arthur,AR,Grossman,M
1899,2014,EIS,STD,14-UOA-063,Sounding the heart: the mechanics of cardiac elastography,AI,Arunark,A,Kolipaka,M
416,2009,EEB,FS,09-UOC-014,Genetic diversity and recombination analysis of geminiviruses in Australasia,PI,Arvind,A,Varsani,M
740,2010,EIS,STD,10-ESR-001,"Micro-mimics: Mimicking virus removal and transport in groundwater using surface charge-modified, DNA-labelled silica nanobeads",AI,Arvind,A,Varsani,M
2206,2015,EIS,FS,15-UOC-037,Hyphae-on-a-chip: a microfluidic platform for the study of protrusive forces in hyphal invasion,AI,Ashley,A,Garrill,F
890,2010,PCB,FS,10-UOO-162,"The birth, life, and death of a quantum vortex dipole",PI,Ashton,AS,Bradley,M
1375,2012,PCB,STD,12-UOO-039,Thermal dynamics of a spinor condensate,AI,Ashton,AS,Bradley,M
2998,2017,PCB,STD,17-UOO-028,"Making, Probing, and Understanding Two-Dimensional Quantum Turbulence",PI,Ashton,AS,Bradley,M
1030,2011,EIS,STD,11-UOA-268,The mechanobiology of joint tissue degeneration,PI,Ashvin,A,Thambyah,M
1124,2011,MIS,STD,11-UOO-180,Equilibrium states of operator algebras associated to dynamical systems,PI,Astrid,A,an Huef,F
2288,2015,MIS,STD,15-UOO-071,"Small higher-rank graphs, the structure of their operator algebras, and implications for the equilibrium states of the resulting operator-algebraic dynamical system",PI,Astrid,A,an Huef,F
1002,2011,EHB,STD,11-LCR-001,Investigating prehistoric Moriori settlement on Rekohu (Chatham Islands),PI,Atholl,AJ,Anderson,M
748,2010,EIS,STD,10-UOC-006,Adaptive computer-based cognitive training for post-stroke rehabilitation,AI,Audrey,A,McKinlay,F
656,2010,CMP,STD,10-MAU-072,A spanner in the works: role of the ribosomal DNA repeats in chromosome missegregation,PI,Austen,ARD,Ganley,M
1785,2014,BMS,STD,14-MAU-053,"Characterising ribosomal RNA gene activation, a novel Achilles heel of cancer",PI,Austen,ARD,Ganley,M
1834,2014,EEB,STD,14-MAU-007,When genomes collide: how allopolyploids respond to genome shock,AI,Austen,ARD,Ganley,M
3033,2017,SOC,STD,17-UOA-229,Tāngata Tiriti: Learning the trick of standing upright here,PI,Avril,A,Bell,F
1923,2014,ESA,STD,14-UOA-040,"Auckland lakes as climate dipsticks: producing unique insights into the nature and drivers of the past 117,000 years of climate change",AI,Axel,AK,Schmitt,M
200,2008,MIS,STD,08-UOA-187,"Aspects of computability in algebra, model theory, and randomness",PI,Bakhadyr,BM,Khoussainov,M
850,2010,MIS,STD,10-UOA-165,From automatic groups to automatic structures and beyond,PI,Bakhadyr,BM,Khoussainov,M
372,2009,EEB,STD,09-MAU-037,Untangling complex evolution: when the Tree of Life is not a tree at all,PI,Barbara,BR,Holland,F
654,2010,CMP,STD,10-MAU-057,Symbiotic synchrony: metabolic co-regulation in a plant-fungal symbiosis,PI,Barry,DB,Scott,M
1170,2011,SOC,STD,11-UOO-088,Post-research conversations as a means to overcome the impasse between ethics committees and social scientists,AI,Barry,B,Poata Smith,M
2101,2015,CMP,STD,15-MAU-148,A chemical cue for fungal-plant symbiosis,PI,Barry,DB,Scott,M
2937,2017,HUM,STD,17-UOA-175,An Ethical Framework for Social Policy Applications of Predictive Analytics,AI,Barry,BP,Smith,M
3029,2017,SOC,STD,17-UOA-192,Going straight home? The role of stable housing in reducing re-offending by ex-prisoners,AI,Barry,BJ,Milne,M
698,2010,EEB,STD,10-UOC-049,I smell a ratite: predation risk and the evolution of odours in island birds,AI,Bart,BW,Kempenaers,M
1455,2013,CMP,STD,13-PAF-006,"DAD2, a hormone receptor that hydrolyses its ligand",PI,Bart,BJ,Janssen,M
2133,2015,EEB,STD,15-UOC-038,"Conserving small island populations of endangered New Zealand birds: can a ""Swiss Family Robinson"" dilemma be avoided?",AI,Bart,BW,Kempenaers,M
2726,2017,CMP,STD,17-UOO-106,Understanding the cellular and molecular drivers governing a unique whole body regeneration phenomenon in a chordate model.,AI,Baruch,B,Rinkevich,M
2440,2016,EEB,STD,16-VUW-040,Testing for Fishing-Induced Evolution using DNA from Ancient and Modern Snapper,PI,Bastiaan,B,Star,M
2500,2016,EIS,STD,16-VUW-140,Distributed Processing with Information Privacy in Sensor Networks,PI,Bastiaan,WB,Kleijn,M
663,2010,CMP,STD,10-MAU-081,Moving genes in genome structure and memory,AI,Beatrix,MB,Jones,F
1393,2012,SOC,STD,12-MAU-019,"Affective practice, identity and wellbeing in Aotearoa",AI,Belinda,BEA,Borell,F
2352,2015,SOC,FS,15-UOW-096,Sport in the red zone: youth and social change in spaces of war and disaster,AI,Belinda,BM,Wheaton,F
234,2008,PSE,STD,08-VUW-030,Strongly correlated electrons in rare-earth nitrides,PI,Ben,BJ,Ruck,M
422,2009,EHB,STD,09-UOA-117,Disasters and asset pricing,PI,Ben,B,Jacobsen,M
484,2009,ESA,FS,09-UOC-017,Uncorking volcanoes - the textural evolution of volcanic plugs,PI,Ben,BM,Kennedy,M
648,2010,CMP,STD,10-AGR-012,A marriage of mechanisms: How is an ancient nutrient sensitive growth control mechanism coupled with multicellular programmes of development?,AI,Ben,BJG,Scheres,M
1524,2013,EEB,FS,13-VUW-038,Making a rod for our own backs: do human actions select for traits that promote invasiveness in animals?,AI,Ben,BD,Hoffmann,M
1579,2013,EIS,STD,13-VUW-186,Semiconductor-based spintronics: can rare-earth nitrides and group III-nitrides get it together?,AI,Ben,BJ,Ruck,M
1716,2013,PCB,STD,13-IRL-005,Dipoles of charge or spin: what is the pairing mechanism in HTS cuprates?,AI,Ben,BPP,Mallett,M
2239,2015,ESA,STD,15-UOC-049,Shaking magma to trigger volcanic eruptions,PI,Ben,BM,Kennedy,M
2251,2015,ESA,FS,15-NIW-007,"Putting a lid on it: dynamic and thermodynamic effects of an active, multi-phase interfacial layer on boundary-layer interactions",AI,Ben,BK,Galton-Fenzi,M
2961,2017,MIS,STD,17-UOA-295,Cells and whistles: supercharging our biodiversity monitoring toolkit using genetic and acoustic records,AI,Ben,BC,Stevenson,M
3052,2017,SOC,STD,17-UOO-207,"Eviction and its consequences: representation, discourse and reality",AI,Ben,B,Schrader,M
1588,2013,EIS,FS,13-UOA-229,Polymeric molecule sponges: a new generation of sorbent media with ultra-high binding affinity and selectivity,AI,Benito,BJ,Mariñas,M
77,2008,EEB,STD,08-MAU-102,The evolution of multicellularity,PI,Benjamin,BB,Kerr,M
248,2008,SOC,STD,08-UOC-007,Building sustainable peace in the South Pacific,AI,Benjamin,B,Reilly,M
302,2009,BMS,FS,09-UOA-067,Teaching an old brain new tricks,PI,Benjamin,BS,Thompson,M
855,2010,MIS,STD,10-UOC-007,"Geometric invariant theory, complete reducibility and spherical buildings",PI,Benjamin,BMS,Martin,M
1580,2013,EIS,STD,13-VUW-186,Semiconductor-based spintronics: can rare-earth nitrides and group III-nitrides get it together?,AI,Benjamin,B,Damilano,M
2270,2015,HUM,FS,15-UOO-154,"Managing monks: Buddhism, law and monastic control in Southern Asia",PI,Benjamin,B,Schonthal,M
2297,2015,MIS,FS,15-UOO-092,Smoothing and inference for point process data with applications to epidemiology,AI,Benjamin,BM,Taylor,M
1018,2011,EIS,STD,11-MAU-038,Is algal photosynthesis sustainable? Nitrous oxide synthesis by microalgae and its consequence for the algae industry,PI,Benoit,BJ,Guieysse,M
2826,2017,EIS,STD,17-MAU-023,The greedy algae that are great for our environment: why do they pay an energy penalty to gorge phosphate?,PI,Benoit,BJ,Guieysse,M
2161,2015,EHB,STD,15-UOO-018,The origins of social inequality in Southeast Asia: an exploration of health and wealth disparity at the emergence of state level society,AI,Berenice,BH,Bellina,F
1464,2013,CMP,STD,13-UOA-315,Armed to deliver: insight into the action of a microinjection nanodevice,AI,Bernard,JB,Heymann,M
2863,2017,ESA,STD,17-MAU-007,Water in spinel: a robust hygrometer for the Earth and Planetary Sciences,AI,Bernard,BJ,Wood,M
1875,2014,EHB,STD,14-UOO-001,Transitions in prehistory: subsistence and health change in northern Chile,AI,Bernardo,BT,Arriaza,M
2527,2016,ESA,STD,16-UOO-134,"Digging into the biggest explosive submarine eruption ever ""seen"" to understand seafloor volcanism",AI,Bernd,B,Zimanowski,M
2580,2016,MIS,STD,16-UOA-286,Understanding the geometry of dynamics: invariant manifolds and their interactions,AI,Bernd,B,Krauskopf,M
2291,2015,MIS,STD,15-UOW-094,Deep learning without the headache: computationally efficient extraction of features from data with many correlated variables,AI,Bernhard,BM,Pfahringer,M
778,2010,ESA,STD,10-GNS-023,Shedding light on a fundamental geochemical process: Synchrotron investigation of geomicrobiological controls on metal and metalloid ion immobilisation,AI,Bernt,B,Johannessen,M
204,2008,MIS,FS,08-UOA-193,Investigating features and algorithms for recognising hand-drawn diagrams,PI,Beryl,BE,Plimmer,F
2005,2014,MIS,FS,14-MAU-025,Automatically deriving the model of digital ink sketches,AI,Beryl,BE,Plimmer,F
2145,2015,EEB,STD,15-VUW-127,Soaking it up: unlocking mechanisms of sponge acclimation in a changing world,AI,Beth,EA,Fulton,F
249,2008,SOC,STD,08-UOC-007,Building sustainable peace in the South Pacific,AI,Bethan,BK,Greener,M
2947,2017,HUM,FS,17-VUW-040,Judging the Commerce of Empire: International Law and the British Court of Admiralty 1798-1875,PI,Bevan,B,Marten,M
2981,2017,MIS,FS,17-UOC-079,"Brauer groups, degrees and rational points on algebraic varieties",AI,Bianca,BL,Viray,F
228,2008,PSE,STD,08-UOW-007,Taming reactive main group element hydrides,PI,Bill,W,Henderson,M
396,2009,EEB,STD,09-VUW-123,Corals in a changing world: establishing a physiological mechanism for current and future patterns of reef distribution,AI,Bill,W,Leggat,M
480,2009,ESA,FS,09-GNS-011,Blobs or slabs: how does the mantle lithosphere shorten during continental collision?,PI,Bill,BN,Fry,M
1063,2011,ESA,STD,11-UOO-045,Episodic creep at the brittle-ductile transition during the seismic cycle of great earthquakes,AI,Bill,WB,Durham,M
1227,2012,EEB,STD,12-LCR-011,Do priority effects explain contrasting lineage diversification on islands?,PI,Bill,WG,Lee,M
1369,2012,PCB,STD,12-MAU-047,The good without the bad: selective chelators for beryllium,AI,Bill,W,Henderson,M
1518,2013,EEB,FS,13-UOO-119,In the cradle of the double helix: a novel proposal for the origin of life,AI,Bill,BC,Hawkins,M
1764,2013,SOC,STD,13-UOW-058,The sub-national mechanisms of the ending of population growth: towards a theory of depopulation,AI,Bill,WR,Cochrane,M
2219,2015,ESA,STD,15-GNS-026,Can slow subduction zone deformation rapidly increase stress on nearby faults?,PI,Bill,BN,Fry,M
2744,2017,EEB,STD,17-LCR-006,Whole-genome duplication in plants: what is the pathway to success?,PI,Bill,WG,Lee,M
2551,2016,HUM,STD,16-UOA-281,Ancient Futures: Late 18th and early 19th century Tongan arts and their legacies,AI,Billie,BJ,Lythberg,F
3034,2017,SOC,STD,17-UOA-229,Tāngata Tiriti: Learning the trick of standing upright here,PI,Billie,BJ,Lythberg,F
2603,2016,MIS,FS,16-VUW-111,Large-scale Evolutionary Feature Selection for Classification,PI,Bing,B,Xue,F
1111,2011,HUM,FS,11-UOW-007,Exploring mood systems in the Oceanic languages of Vanuatu,AI,Birgit,B,Hellwig,F
30,2008,CMP,STD,08-AGR-023,Cloning mutant Mommes: a new strategy to understand and improve epigenetic reprogramming,PI,Bjorn,BJ,Oback,M
564,2009,PSE,STD,09-UOO-093,The quantum dipole gas,PI,Blair,PB,Blakie,M
1147,2011,PCB,STD,11-UOO-189,Littlest Hadron Collider: a laser based accelerator for ultra-cold atoms,AI,Blair,PB,Blakie,M
1377,2012,PCB,STD,12-UOO-039,Thermal dynamics of a spinor condensate,PI,Blair,PB,Blakie,M
2313,2015,PCB,STD,15-UOO-111,A dilute supersolid of polar molecules,PI,Blair,PB,Blakie,M
505,2009,MIS,STD,09-MAU-084,Advances in scattering theory and solvable models,PI,Boris,B,Pavlov,M
1249,2012,EEB,FS,12-UOO-133,How do males adjust their sperm quality in response to social cues?,AI,Boris,BC,Baer,M
2002,2014,MIS,STD,14-UOO-147,Evolution equations with memory and random fluctuations,PI,Boris,BB,Baeumer,M
3036,2017,SOC,STD,17-UOA-323,"Shaping Public Policy: Mixed Methods Study of Alcohol, Tobacco, Gambling and Food Industry Points of Influence with Policy Makers",AI,Boyd,BA,Swinburn,M
202,2008,MIS,FS,08-UOA-071,The diabetic heart under the mathematical microscope,AI,Brad,BJ,Marsh,M
160,2008,ESA,STD,08-VUW-020,How have the world's youngest ultra-deep (high-pressure) rocks arrived at the Earth's surface?,AI,Bradley,BR,Hacker,M
2479,2016,EHB,FS,16-VUW-175,Fractionating face blindness: Creating a taxonomy for developmental prosopagnosia,AI,Bradley,BC,Duchaine,F
1656,2013,ESA,FS,13-UOC-003,A liquefiable bowl of jelly: understanding the seismic response of a soft and saturated sedimentary basin in the Canterbury earthquakes,AI,Brady,BR,Cox,F
1770,2013,SOC,STD,13-UOW-082,Children visiting a museum: information gathering or creative capacity building?,AI,Brenda,BE,Soutar,F
1257,2012,EHB,STD,12-UOO-026,Living in the shadow of Angkor : responses and strategies of upland social groups to polity demise in the late- to post-Angkor period,AI,Brendan,BM,Buckley,M
2188,2015,EIS,STD,15-UOA-023,Shedding new light on the eye,AI,Brendan,BF,Kennedy,M
2982,2017,MIS,FS,17-UOC-079,"Brauer groups, degrees and rational points on algebraic varieties",PI,Brendan,BM,Creutz,M
1363,2012,MIS,FS,12-UOA-299,Answering the hard questions: massive Bayesian inference in astrophysics,PI,Brendon,BJ,Brewer,M
1659,2013,ESA,FS,13-UOC-003,A liquefiable bowl of jelly: understanding the seismic response of a soft and saturated sedimentary basin in the Canterbury earthquakes,PI,Brendon,BA,Bradley,M
2235,2015,ESA,STD,15-UOC-049,Shaking magma to trigger volcanic eruptions,AI,Brendon,BA,Bradley,M
